Title,Name,Link
Shrek the Third,Shrek the Third,/wiki/Shrek_the_Third
The Simpsons Movie,The Simpsons Movie,/wiki/The_Simpsons_Movie
Superbad,Superbad (film),/wiki/Superbad_(film)
Surf's Up,Surf's Up (film),/wiki/Surf%27s_Up_(film)
The Ten,The Ten,/wiki/The_Ten
Walk Hard: The Dewey Cox Story,Walk Hard: The Dewey Cox Story,/wiki/Walk_Hard:_The_Dewey_Cox_Story
Wild Hogs,Wild Hogs,/wiki/Wild_Hogs
27 Dresses,27 Dresses,/wiki/27_Dresses
The Accidental Husband,The Accidental Husband,/wiki/The_Accidental_Husband
American Pie Presents: Beta House,American Pie Presents: Beta House,/wiki/American_Pie_Presents:_Beta_House
Baby Mama,Baby Mama (film),/wiki/Baby_Mama_(film)
Be Kind Rewind,Be Kind Rewind,/wiki/Be_Kind_Rewind
Bolt,Bolt (2008 film),/wiki/Bolt_(2008_film)
College Road Trip,College Road Trip,/wiki/College_Road_Trip
"Definitely, Maybe","Definitely, Maybe","/wiki/Definitely,_Maybe"
Disaster Movie,Disaster Movie,/wiki/Disaster_Movie
Drillbit Taylor,Drillbit Taylor,/wiki/Drillbit_Taylor
Extreme Movie,Extreme Movie,/wiki/Extreme_Movie
Fool's Gold,Fool's Gold (2008 film),/wiki/Fool%27s_Gold_(2008_film)
Forgetting Sarah Marshall,Forgetting Sarah Marshall,/wiki/Forgetting_Sarah_Marshall
Four Christmases,Four Christmases,/wiki/Four_Christmases
Get Smart,Get Smart (film),/wiki/Get_Smart_(film)
Ghost Town,Ghost Town (2008 film),/wiki/Ghost_Town_(2008_film)
Hamlet 2,Hamlet 2,/wiki/Hamlet_2
Harold,Harold (film),/wiki/Harold_(film)
Harold & Kumar Escape from Guantanamo Bay,Harold & Kumar Escape from Guantanamo Bay,/wiki/Harold_%26_Kumar_Escape_from_Guantanamo_Bay
Horton Hears a Who!,Horton Hears a Who! (film),/wiki/Horton_Hears_a_Who!_(film)
The House Bunny,The House Bunny,/wiki/The_House_Bunny
Kung Fu Panda,Kung Fu Panda (film),/wiki/Kung_Fu_Panda_(film)
Madagascar: Escape 2 Africa,Madagascar: Escape 2 Africa,/wiki/Madagascar:_Escape_2_Africa
Made of Honor,Made of Honor,/wiki/Made_of_Honor
Mamma Mia!,Mamma Mia! (film),/wiki/Mamma_Mia!_(film)
Management,Management (film),/wiki/Management_(film)
Meet Dave,Meet Dave,/wiki/Meet_Dave
Meet the Browns,Meet the Browns (film),/wiki/Meet_the_Browns_(film)
Meet the Spartans,Meet the Spartans,/wiki/Meet_the_Spartans
My Best Friend's Girl,My Best Friend's Girl (2008 film),/wiki/My_Best_Friend%27s_Girl_(2008_film)
Nick & Norah's Infinite Playlist,Nick & Norah's Infinite Playlist,/wiki/Nick_%26_Norah%27s_Infinite_Playlist
Nothing Like the Holidays,Nothing Like the Holidays,/wiki/Nothing_Like_the_Holidays
The Other End of the Line,The Other End of the Line,/wiki/The_Other_End_of_the_Line
Over Her Dead Body,Over Her Dead Body,/wiki/Over_Her_Dead_Body
Pineapple Express,Pineapple Express (film),/wiki/Pineapple_Express_(film)
Picture This,Picture This (film),/wiki/Picture_This_(film)
Role Models,Role Models,/wiki/Role_Models
Run Fatboy Run,Run Fatboy Run,/wiki/Run_Fatboy_Run
Semi-Pro,Semi-Pro,/wiki/Semi-Pro
Sex and the City,Sex and the City (film),/wiki/Sex_and_the_City_(film)
Sex Drive,Sex Drive (film),/wiki/Sex_Drive_(film)
Step Brothers,Step Brothers (film),/wiki/Step_Brothers_(film)
Strange Wilderness,Strange Wilderness,/wiki/Strange_Wilderness
Superhero Movie,Superhero Movie,/wiki/Superhero_Movie
Tropic Thunder,Tropic Thunder,/wiki/Tropic_Thunder
WALL-E,WALL-E,/wiki/WALL-E
What Happens in Vegas,What Happens in Vegas,/wiki/What_Happens_in_Vegas
Wild Child,Wild Child (film),/wiki/Wild_Child_(film)
Yes Man,Yes Man (film),/wiki/Yes_Man_(film)
You Don't Mess with the Zohan,You Don't Mess with the Zohan,/wiki/You_Don%27t_Mess_with_the_Zohan
Zack and Miri Make a Porno,Zack and Miri Make a Porno,/wiki/Zack_and_Miri_Make_a_Porno
17 Again,17 Again (film),/wiki/17_Again_(film)
500 Days of Summer,500 Days of Summer,/wiki/500_Days_of_Summer
Adventureland,Adventureland (film),/wiki/Adventureland_(film)
All About Steve,All About Steve,/wiki/All_About_Steve
Alvin and the Chipmunks: The Squeakquel,Alvin and the Chipmunks: The Squeakquel,/wiki/Alvin_and_the_Chipmunks:_The_Squeakquel
American High School,American High School (film),/wiki/American_High_School_(film)
American Pie Presents: The Book of Love,American Pie Presents: The Book of Love,/wiki/American_Pie_Presents:_The_Book_of_Love
Away We Go,Away We Go,/wiki/Away_We_Go
Bandslam,Bandslam,/wiki/Bandslam
Bride Wars,Bride Wars,/wiki/Bride_Wars
The Brothers Bloom,The Brothers Bloom,/wiki/The_Brothers_Bloom
Brüno,Brüno,/wiki/Br%C3%BCno
Confessions of a Shopaholic,Confessions of a Shopaholic (film),/wiki/Confessions_of_a_Shopaholic_(film)
Couples Retreat,Couples Retreat,/wiki/Couples_Retreat
Dance Flick,Dance Flick,/wiki/Dance_Flick
Did You Hear About the Morgans?,Did You Hear About the Morgans?,/wiki/Did_You_Hear_About_the_Morgans%3F
Duplicity,Duplicity (film),/wiki/Duplicity_(film)
Extract,Extract (film),/wiki/Extract_(film)
Fanboys,Fanboys (film),/wiki/Fanboys_(film)
Fantastic Mr. Fox,Fantastic Mr. Fox (film),/wiki/Fantastic_Mr._Fox_(film)
Fired Up!,Fired Up!,/wiki/Fired_Up!
Funny People,Funny People,/wiki/Funny_People
G-Force,G-Force (film),/wiki/G-Force_(film)
Gentlemen Broncos,Gentlemen Broncos,/wiki/Gentlemen_Broncos
Ghosts of Girlfriends Past,Ghosts of Girlfriends Past,/wiki/Ghosts_of_Girlfriends_Past
The Hangover,The Hangover,/wiki/The_Hangover
Hannah Montana: The Movie,Hannah Montana: The Movie,/wiki/Hannah_Montana:_The_Movie
He's Just Not That Into You,He's Just Not That Into You (film),/wiki/He%27s_Just_Not_That_Into_You_(film)
Hotel for Dogs,Hotel for Dogs (film),/wiki/Hotel_for_Dogs_(film)
I Hate Valentine's Day,I Hate Valentine's Day,/wiki/I_Hate_Valentine%27s_Day
"I Love You, Beth Cooper","I Love You, Beth Cooper (film)","/wiki/I_Love_You,_Beth_Cooper_(film)"
"I Love You, Man","I Love You, Man","/wiki/I_Love_You,_Man"
I Love You Phillip Morris,I Love You Phillip Morris,/wiki/I_Love_You_Phillip_Morris
Ice Age: Dawn of the Dinosaurs,Ice Age: Dawn of the Dinosaurs,/wiki/Ice_Age:_Dawn_of_the_Dinosaurs
Imagine That,Imagine That (film),/wiki/Imagine_That_(film)
It's Complicated,It's Complicated (film),/wiki/It%27s_Complicated_(film)
Janky Promoters,Janky Promoters,/wiki/Janky_Promoters
Land of the Lost,Land of the Lost (film),/wiki/Land_of_the_Lost_(film)
Leaves of Grass,Leaves of Grass (film),/wiki/Leaves_of_Grass_(film)
Madea Goes to Jail,Madea Goes to Jail,/wiki/Madea_Goes_to_Jail
The Maiden Heist,The Maiden Heist,/wiki/The_Maiden_Heist
Miss March,Miss March,/wiki/Miss_March
Monsters vs. Aliens,Monsters vs. Aliens,/wiki/Monsters_vs._Aliens
My Life in Ruins,My Life in Ruins,/wiki/My_Life_in_Ruins
New in Town,New in Town,/wiki/New_in_Town
Next Day Air,Next Day Air,/wiki/Next_Day_Air
Night at the Museum: Battle of the Smithsonian,Night at the Museum: Battle of the Smithsonian,/wiki/Night_at_the_Museum:_Battle_of_the_Smithsonian
Observe and Report,Observe and Report,/wiki/Observe_and_Report
Old Dogs,Old Dogs (film),/wiki/Old_Dogs_(film)
Paper Heart,Paper Heart (film),/wiki/Paper_Heart_(film)
Paul Blart: Mall Cop,Paul Blart: Mall Cop,/wiki/Paul_Blart:_Mall_Cop
The Pink Panther 2,The Pink Panther 2,/wiki/The_Pink_Panther_2
Planet 51,Planet 51,/wiki/Planet_51
Play the Game,Play the Game (2009 film),/wiki/Play_the_Game_(2009_film)
Post Grad,Post Grad,/wiki/Post_Grad
The Princess and the Frog,The Princess and the Frog,/wiki/The_Princess_and_the_Frog
Princess Protection Program,Princess Protection Program,/wiki/Princess_Protection_Program
The Proposal,The Proposal (2009 film),/wiki/The_Proposal_(2009_film)
Race to Witch Mountain,Race to Witch Mountain,/wiki/Race_to_Witch_Mountain
Ratko: The Dictator's Son,Ratko: The Dictator's Son,/wiki/Ratko:_The_Dictator%27s_Son
The Rebound,The Rebound,/wiki/The_Rebound
Shorts,Shorts (2009 film),/wiki/Shorts_(2009_film)
Sunshine Cleaning,Sunshine Cleaning,/wiki/Sunshine_Cleaning
Taking Woodstock,Taking Woodstock,/wiki/Taking_Woodstock
The Ugly Truth,The Ugly Truth,/wiki/The_Ugly_Truth
Up,Up (2009 film),/wiki/Up_(2009_film)
World's Greatest Dad,World's Greatest Dad,/wiki/World%27s_Greatest_Dad
Year One,Year One (film),/wiki/Year_One_(film)
The Back-up Plan,The Back-up Plan,/wiki/The_Back-up_Plan
The Bounty Hunter,The Bounty Hunter (2010 film),/wiki/The_Bounty_Hunter_(2010_film)
Date Night,Date Night,/wiki/Date_Night
Death at a Funeral,Death at a Funeral (2010 film),/wiki/Death_at_a_Funeral_(2010_film)
Despicable Me,Despicable Me (film),/wiki/Despicable_Me_(film)
Dinner for Schmucks,Dinner for Schmucks,/wiki/Dinner_for_Schmucks
Due Date,Due Date,/wiki/Due_Date
Easy A,Easy A,/wiki/Easy_A
Furry Vengeance,Furry Vengeance,/wiki/Furry_Vengeance
Get Him to the Greek,Get Him to the Greek,/wiki/Get_Him_to_the_Greek
Going the Distance,Going the Distance (2010 film),/wiki/Going_the_Distance_(2010_film)
Grown Ups,Grown Ups (film),/wiki/Grown_Ups_(film)
Gulliver's Travels,Gulliver's Travels (2010 film),/wiki/Gulliver%27s_Travels_(2010_film)
Hot Tub Time Machine,Hot Tub Time Machine,/wiki/Hot_Tub_Time_Machine
How Do You Know,How Do You Know,/wiki/How_Do_You_Know
How to Train Your Dragon,How to Train Your Dragon (film),/wiki/How_to_Train_Your_Dragon_(film)
Just Wright,Just Wright,/wiki/Just_Wright
Kick-Ass,Kick-Ass (film),/wiki/Kick-Ass_(film)
Killers,Killers (2010 film),/wiki/Killers_(2010_film)
Leap Year,Leap Year (2010 film),/wiki/Leap_Year_(2010_film)
Letters to Juliet,Letters to Juliet,/wiki/Letters_to_Juliet
Life as We Know It,Life as We Know It (film),/wiki/Life_as_We_Know_It_(film)
Little Fockers,Little Fockers,/wiki/Little_Fockers
Marmaduke,Marmaduke (film),/wiki/Marmaduke_(film)
Machete,Machete (2010 film),/wiki/Machete_(2010_film)
Megamind,Megamind,/wiki/Megamind
The Other Guys,The Other Guys,/wiki/The_Other_Guys
Scott Pilgrim vs. the World,Scott Pilgrim vs. the World,/wiki/Scott_Pilgrim_vs._the_World
Sex and the City 2,Sex and the City 2,/wiki/Sex_and_the_City_2
She's Out of My League,She's Out of My League,/wiki/She%27s_Out_of_My_League
Shrek Forever After,Shrek Forever After,/wiki/Shrek_Forever_After
The Spy Next Door,The Spy Next Door,/wiki/The_Spy_Next_Door
The Switch,The Switch (2010 film),/wiki/The_Switch_(2010_film)
Tangled,Tangled,/wiki/Tangled
Tooth Fairy,Tooth Fairy (2010 film),/wiki/Tooth_Fairy_(2010_film)
Toy Story 3,Toy Story 3,/wiki/Toy_Story_3
Valentine's Day,Valentine's Day (2010 film),/wiki/Valentine%27s_Day_(2010_film)
Vampires Suck,Vampires Suck,/wiki/Vampires_Suck
The Virginity Hit,The Virginity Hit,/wiki/The_Virginity_Hit
When in Rome,When in Rome (2010 film),/wiki/When_in_Rome_(2010_film)
Yogi Bear,Yogi Bear (film),/wiki/Yogi_Bear_(film)
Youth in Revolt,Youth in Revolt (film),/wiki/Youth_in_Revolt_(film)
30 Minutes or Less,30 Minutes or Less,/wiki/30_Minutes_or_Less
Alvin and the Chipmunks: Chipwrecked,Alvin and the Chipmunks: Chipwrecked,/wiki/Alvin_and_the_Chipmunks:_Chipwrecked
Bad Teacher,Bad Teacher,/wiki/Bad_Teacher
Bernie,Bernie (2011 film),/wiki/Bernie_(2011_film)
"Big Mommas: Like Father, Like Son","Big Mommas: Like Father, Like Son","/wiki/Big_Mommas:_Like_Father,_Like_Son"
Bridesmaids,Bridesmaids (2011 film),/wiki/Bridesmaids_(2011_film)
Cars 2,Cars 2,/wiki/Cars_2
The Change-Up,The Change-Up,/wiki/The_Change-Up
"Crazy, Stupid, Love","Crazy, Stupid, Love","/wiki/Crazy,_Stupid,_Love"
The Dilemma,The Dilemma,/wiki/The_Dilemma
Friends with Benefits,Friends with Benefits (film),/wiki/Friends_with_Benefits_(film)
From Prada to Nada,From Prada to Nada,/wiki/From_Prada_to_Nada
Hall Pass,Hall Pass,/wiki/Hall_Pass
The Hangover Part II,The Hangover Part II,/wiki/The_Hangover_Part_II
Horrible Bosses,Horrible Bosses,/wiki/Horrible_Bosses
I Don't Know How She Does It,I Don't Know How She Does It,/wiki/I_Don%27t_Know_How_She_Does_It
Jack and Jill,Jack and Jill (2011 film),/wiki/Jack_and_Jill_(2011_film)
Just Go with It,Just Go with It,/wiki/Just_Go_with_It
Kung Fu Panda 2,Kung Fu Panda 2,/wiki/Kung_Fu_Panda_2
Larry Crowne,Larry Crowne,/wiki/Larry_Crowne
Madea's Big Happy Family,Madea's Big Happy Family (film),/wiki/Madea%27s_Big_Happy_Family_(film)
Midnight in Paris,Midnight in Paris,/wiki/Midnight_in_Paris
Mr. Popper's Penguins,Mr. Popper's Penguins (film),/wiki/Mr._Popper%27s_Penguins_(film)
The Muppets,The Muppets (2011 film),/wiki/The_Muppets_(2011_film)
New Year's Eve,New Year's Eve (2011 film),/wiki/New_Year%27s_Eve_(2011_film)
No Strings Attached,No Strings Attached (2011 film),/wiki/No_Strings_Attached_(2011_film)
Our Idiot Brother,Our Idiot Brother,/wiki/Our_Idiot_Brother
Paul,Paul (film),/wiki/Paul_(film)
Puss in Boots,Puss in Boots (2011 film),/wiki/Puss_in_Boots_(2011_film)
Rango,Rango (2011 film),/wiki/Rango_(2011_film)
Rio,Rio (2011 film),/wiki/Rio_(2011_film)
Something Borrowed,Something Borrowed (film),/wiki/Something_Borrowed_(film)
Spy Kids: All the Time in the World,Spy Kids: All the Time in the World,/wiki/Spy_Kids:_All_the_Time_in_the_World
Stonerville,Stonerville,/wiki/Stonerville
Take Me Home Tonight,Take Me Home Tonight (film),/wiki/Take_Me_Home_Tonight_(film)
A Very Harold & Kumar 3D Christmas,A Very Harold & Kumar 3D Christmas,/wiki/A_Very_Harold_%26_Kumar_3D_Christmas
What's Your Number?,What's Your Number?,/wiki/What%27s_Your_Number%3F
Winnie the Pooh,Winnie the Pooh (2011 film),/wiki/Winnie_the_Pooh_(2011_film)
Your Highness,Your Highness,/wiki/Your_Highness
Zookeeper,Zookeeper (film),/wiki/Zookeeper_(film)
21 Jump Street,21 Jump Street (film),/wiki/21_Jump_Street_(film)
American Reunion,American Reunion,/wiki/American_Reunion
The Babymakers,The Babymakers,/wiki/The_Babymakers
Bachelorette,Bachelorette (film),/wiki/Bachelorette_(film)
The Campaign,The Campaign (film),/wiki/The_Campaign_(film)
Dark Shadows,Dark Shadows (film),/wiki/Dark_Shadows_(film)
The Dictator,The Dictator (2012 film),/wiki/The_Dictator_(2012_film)
Exit Strategy,Exit Strategy (film),/wiki/Exit_Strategy_(film)
The Five-Year Engagement,The Five-Year Engagement,/wiki/The_Five-Year_Engagement
"For a Good Time, Call...","For a Good Time, Call...","/wiki/For_a_Good_Time,_Call..."
Friends with Kids,Friends with Kids,/wiki/Friends_with_Kids
The Guilt Trip,The Guilt Trip (film),/wiki/The_Guilt_Trip_(film)
Here Comes the Boom,Here Comes the Boom,/wiki/Here_Comes_the_Boom
Hotel Transylvania,Hotel Transylvania (film),/wiki/Hotel_Transylvania_(film)
Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted,/wiki/Madagascar_3:_Europe%27s_Most_Wanted
Madea's Witness Protection,Madea's Witness Protection,/wiki/Madea%27s_Witness_Protection
Men in Black 3,Men in Black 3,/wiki/Men_in_Black_3
One Small Hitch,One Small Hitch,/wiki/One_Small_Hitch
Parental Guidance,Parental Guidance (film),/wiki/Parental_Guidance_(film)
Pitch Perfect,Pitch Perfect,/wiki/Pitch_Perfect
Playing for Keeps,Playing for Keeps (2012 film),/wiki/Playing_for_Keeps_(2012_film)
Project X,Project X (2012 film),/wiki/Project_X_(2012_film)
Ruby Sparks,Ruby Sparks,/wiki/Ruby_Sparks
Secret of the Wings,Secret of the Wings,/wiki/Secret_of_the_Wings
Seven Psychopaths,Seven Psychopaths,/wiki/Seven_Psychopaths
Silver Linings Playbook,Silver Linings Playbook,/wiki/Silver_Linings_Playbook
Ted,Ted (film),/wiki/Ted_(film)
Thanks for Sharing,Thanks for Sharing,/wiki/Thanks_for_Sharing
That's My Boy,That's My Boy (2012 film),/wiki/That%27s_My_Boy_(2012_film)
Think Like a Man,Think Like a Man,/wiki/Think_Like_a_Man
This Is 40,This Is 40,/wiki/This_Is_40
This Means War,This Means War (film),/wiki/This_Means_War_(film)
Wanderlust,Wanderlust (2012 film),/wiki/Wanderlust_(2012_film)
The Watch,The Watch (2012 film),/wiki/The_Watch_(2012_film)
Wreck-It Ralph,Wreck-It Ralph,/wiki/Wreck-It_Ralph
21 and Over,21 & Over (film),/wiki/21_%26_Over_(film)
Admission,Admission (2013 film),/wiki/Admission_(2013_film)
Anchorman 2: The Legend Continues,Anchorman 2: The Legend Continues,/wiki/Anchorman_2:_The_Legend_Continues
Bad Milo!,Bad Milo!,/wiki/Bad_Milo!
Baggage Claim,Baggage Claim (film),/wiki/Baggage_Claim_(film)
The Croods,The Croods,/wiki/The_Croods
Delivery Man,Delivery Man (film),/wiki/Delivery_Man_(film)
Despicable Me 2,Despicable Me 2,/wiki/Despicable_Me_2
Don Jon,Don Jon,/wiki/Don_Jon
Frozen,Frozen (2013 film),/wiki/Frozen_(2013_film)
Grown Ups 2,Grown Ups 2,/wiki/Grown_Ups_2
The Hangover Part III,The Hangover Part III,/wiki/The_Hangover_Part_III
A Haunted House,A Haunted House,/wiki/A_Haunted_House
The Heat,The Heat (film),/wiki/The_Heat_(film)
Her,Her (film),/wiki/Her_(film)
Identity Thief,Identity Thief,/wiki/Identity_Thief
In a World...,In a World...,/wiki/In_a_World...
The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,/wiki/The_Incredible_Burt_Wonderstone
The Internship,The Internship,/wiki/The_Internship
Jackass Presents: Bad Grandpa,Jackass Presents: Bad Grandpa,/wiki/Jackass_Presents:_Bad_Grandpa
Kick-Ass 2,Kick-Ass 2 (film),/wiki/Kick-Ass_2_(film)
Last Vegas,Last Vegas,/wiki/Last_Vegas
Machete Kills,Machete Kills,/wiki/Machete_Kills
A Madea Christmas,A Madea Christmas (film),/wiki/A_Madea_Christmas_(film)
Monsters University,Monsters University,/wiki/Monsters_University
Movie 43,Movie 43,/wiki/Movie_43
Pain & Gain,Pain & Gain,/wiki/Pain_%26_Gain
R.I.P.D.,R.I.P.D.,/wiki/R.I.P.D.
Scary Movie 5,Scary Movie 5,/wiki/Scary_Movie_5
The Starving Games,The Starving Games,/wiki/The_Starving_Games
This Is the End,This Is the End,/wiki/This_Is_the_End
Warm Bodies,Warm Bodies (film),/wiki/Warm_Bodies_(film)
We're the Millers,We're the Millers,/wiki/We%27re_the_Millers
22 Jump Street,22 Jump Street,/wiki/22_Jump_Street
About Last Night,About Last Night (2014 film),/wiki/About_Last_Night_(2014_film)
Adult Beginners,Adult Beginners,/wiki/Adult_Beginners
The Angriest Man in Brooklyn,The Angriest Man in Brooklyn,/wiki/The_Angriest_Man_in_Brooklyn
Annie,Annie (2014 film),/wiki/Annie_(2014_film)
Bad Words,Bad Words (film),/wiki/Bad_Words_(film)
Big Hero 6,Big Hero 6 (film),/wiki/Big_Hero_6_(film)
Birdman,Birdman (film),/wiki/Birdman_(film)
Blended,Blended (film),/wiki/Blended_(film)
Chef,Chef (2014 film),/wiki/Chef_(2014_film)
Dumb and Dumber To,Dumb and Dumber To,/wiki/Dumb_and_Dumber_To
The Grand Budapest Hotel,The Grand Budapest Hotel,/wiki/The_Grand_Budapest_Hotel
A Haunted House 2,A Haunted House 2,/wiki/A_Haunted_House_2
Horrible Bosses 2,Horrible Bosses 2,/wiki/Horrible_Bosses_2
How to Train Your Dragon 2,How to Train Your Dragon 2,/wiki/How_to_Train_Your_Dragon_2
The Interview,The Interview,/wiki/The_Interview
Laggies,Laggies,/wiki/Laggies
The Lego Movie,The Lego Movie,/wiki/The_Lego_Movie
Let's Be Cops,Let's Be Cops,/wiki/Let%27s_Be_Cops
Life After Beth,Life After Beth,/wiki/Life_After_Beth
Lust for Love,Lust for Love (2014 film),/wiki/Lust_for_Love_(2014_film)
A Million Ways to Die in the West,A Million Ways to Die in the West,/wiki/A_Million_Ways_to_Die_in_the_West
Magic in the Moonlight,Magic in the Moonlight,/wiki/Magic_in_the_Moonlight
Mr. Peabody & Sherman,Mr. Peabody & Sherman,/wiki/Mr._Peabody_%26_Sherman
Muppets Most Wanted,Muppets Most Wanted,/wiki/Muppets_Most_Wanted
Neighbors,Neighbors (2014 film),/wiki/Neighbors_(2014_film)
Night at the Museum: Secret of the Tomb,Night at the Museum: Secret of the Tomb,/wiki/Night_at_the_Museum:_Secret_of_the_Tomb
The Nut Job,The Nut Job,/wiki/The_Nut_Job
Obvious Child,Obvious Child,/wiki/Obvious_Child
The Other Woman,The Other Woman (2014 film),/wiki/The_Other_Woman_(2014_film)
Think Like a Man Too,Think Like a Man Too,/wiki/Think_Like_a_Man_Too
Paddington,Paddington (film),/wiki/Paddington_(film)
Penguins of Madagascar,Penguins of Madagascar,/wiki/Penguins_of_Madagascar
Playing It Cool,Playing It Cool,/wiki/Playing_It_Cool
Ride Along,Ride Along (film),/wiki/Ride_Along_(film)
Rio 2,Rio 2,/wiki/Rio_2
Search Party,Search Party (film),/wiki/Search_Party_(film)
Sex Tape,Sex Tape (film),/wiki/Sex_Tape_(film)
That Awkward Moment,That Awkward Moment,/wiki/That_Awkward_Moment
The Skeleton Twins,The Skeleton Twins,/wiki/The_Skeleton_Twins
Someone Marry Barry,Someone Marry Barry,/wiki/Someone_Marry_Barry
St. Vincent,St. Vincent (film),/wiki/St._Vincent_(film)
Tammy,Tammy (film),/wiki/Tammy_(film)
They Came Together,They Came Together,/wiki/They_Came_Together
Top Five,Top Five,/wiki/Top_Five
Absolutely Anything,Absolutely Anything,/wiki/Absolutely_Anything
Aloha,Aloha (2015 film),/wiki/Aloha_(2015_film)
Alvin and the Chipmunks: The Road Chip,Alvin and the Chipmunks: The Road Chip,/wiki/Alvin_and_the_Chipmunks:_The_Road_Chip
Daddy's Home,Daddy's Home (film),/wiki/Daddy%27s_Home_(film)
Entourage,Entourage (film),/wiki/Entourage_(film)
Get Hard,Get Hard,/wiki/Get_Hard
The Good Dinosaur,The Good Dinosaur,/wiki/The_Good_Dinosaur
Goosebumps,Goosebumps (film),/wiki/Goosebumps_(film)
Hot Pursuit,Hot Pursuit (2015 film),/wiki/Hot_Pursuit_(2015_film)
Hot Tub Time Machine 2,Hot Tub Time Machine 2,/wiki/Hot_Tub_Time_Machine_2
Hotel Transylvania 2,Hotel Transylvania 2,/wiki/Hotel_Transylvania_2
Inside Out,Inside Out (2015 film),/wiki/Inside_Out_(2015_film)
Kitchen Sink,Kitchen Sink (film),/wiki/Kitchen_Sink_(film)
Krampus,Krampus (film),/wiki/Krampus_(film)
The Last 5 Years,The Last 5 Years (film),/wiki/The_Last_5_Years_(film)
"Love, Rosie","Love, Rosie (film)","/wiki/Love,_Rosie_(film)"
The Man from U.N.C.L.E.,The Man from U.N.C.L.E. (film),/wiki/The_Man_from_U.N.C.L.E._(film)
Minions,Minions (film),/wiki/Minions_(film)
Mortdecai,Mortdecai (film),/wiki/Mortdecai_(film)
Mr. Right,Mr. Right (2015 film),/wiki/Mr._Right_(2015_film)
The Night Before,The Night Before (2015 film),/wiki/The_Night_Before_(2015_film)
The Overnight,The Overnight,/wiki/The_Overnight
Paul Blart: Mall Cop 2,Paul Blart: Mall Cop 2,/wiki/Paul_Blart:_Mall_Cop_2
The Peanuts Movie,The Peanuts Movie,/wiki/The_Peanuts_Movie
Pitch Perfect 2,Pitch Perfect 2,/wiki/Pitch_Perfect_2
Pixels,Pixels (2015 film),/wiki/Pixels_(2015_film)
Rock the Kasbah,Rock the Kasbah (film),/wiki/Rock_the_Kasbah_(film)
Scouts Guide to the Zombie Apocalypse,Scouts Guide to the Zombie Apocalypse,/wiki/Scouts_Guide_to_the_Zombie_Apocalypse
Sisters,Sisters (2015 film),/wiki/Sisters_(2015_film)
Sleeping with Other People,Sleeping with Other People,/wiki/Sleeping_with_Other_People
The SpongeBob Movie: Sponge Out of Water,The SpongeBob Movie: Sponge Out of Water,/wiki/The_SpongeBob_Movie:_Sponge_Out_of_Water
Spy,Spy (2015 film),/wiki/Spy_(2015_film)
Ted 2,Ted 2,/wiki/Ted_2
Trainwreck,Trainwreck (film),/wiki/Trainwreck_(film)
The Wedding Ringer,The Wedding Ringer,/wiki/The_Wedding_Ringer
Vacation,Vacation (2015 film),/wiki/Vacation_(2015_film)
What We Do in the Shadows,What We Do in the Shadows,/wiki/What_We_Do_in_the_Shadows
Absolutely Fabulous: The Movie,Absolutely Fabulous: The Movie,/wiki/Absolutely_Fabulous:_The_Movie
The Angry Birds Movie,The Angry Birds Movie,/wiki/The_Angry_Birds_Movie
Bad Moms,Bad Moms,/wiki/Bad_Moms
Bad Santa 2,Bad Santa 2,/wiki/Bad_Santa_2
Boo! A Madea Halloween,Boo! A Madea Halloween,/wiki/Boo!_A_Madea_Halloween
The Boss,The Boss (2016 film),/wiki/The_Boss_(2016_film)
The Bounce Back,The Bounce Back,/wiki/The_Bounce_Back
Bridget Jones's Baby,Bridget Jones's Baby,/wiki/Bridget_Jones%27s_Baby
The Bronze,The Bronze (film),/wiki/The_Bronze_(film)
The Brothers Grimsby,Grimsby (film),/wiki/Grimsby_(film)
Café Society,Café Society (2016 film),/wiki/Caf%C3%A9_Society_(2016_film)
Central Intelligence,Central Intelligence,/wiki/Central_Intelligence
Deadpool,Deadpool (film),/wiki/Deadpool_(film)
Dirty Grandpa,Dirty Grandpa,/wiki/Dirty_Grandpa
The Do-Over,The Do-Over,/wiki/The_Do-Over
The Edge of Seventeen,The Edge of Seventeen,/wiki/The_Edge_of_Seventeen
Everybody Wants Some!!,Everybody Wants Some!! (film),/wiki/Everybody_Wants_Some!!_(film)
Finding Dory,Finding Dory,/wiki/Finding_Dory
Ghostbusters,Ghostbusters (2016 film),/wiki/Ghostbusters_(2016_film)
"Hail, Caesar!","Hail, Caesar!","/wiki/Hail,_Caesar!"
"Hello, My Name is Doris","Hello, My Name Is Doris","/wiki/Hello,_My_Name_Is_Doris"
How to Be Single,How to Be Single,/wiki/How_to_Be_Single
Ice Age: Collision Course,Ice Age: Collision Course,/wiki/Ice_Age:_Collision_Course
Joshy,Joshy (film),/wiki/Joshy_(film)
Keanu,Keanu (film),/wiki/Keanu_(film)
Keeping Up with the Joneses,Keeping Up with the Joneses (film),/wiki/Keeping_Up_with_the_Joneses_(film)
Kung Fu Panda 3,Kung Fu Panda 3,/wiki/Kung_Fu_Panda_3
La La Land,La La Land (film),/wiki/La_La_Land_(film)
Masterminds,Masterminds (2016 film),/wiki/Masterminds_(2016_film)
Moana,Moana (2016 film),/wiki/Moana_(2016_film)
